,kind,PDBsource,Smiles,HydrophobicResidues
66469,inactive,5C5K_BLA_A,*C(=O)CCc1c(C=C2N=C(*)C(*)=C2CCC(=O)[O-])[nH]c(*)c1*,"ALA212,THR256,ILE208,HIS260"
22275,active,3Q44_D50_A,*N[C@@H](CC(C)C)C(=O)[O-],"THR492,VAL493,HIS496"
4671,active,1O4B_876_A,*C(=O)[C@@H](*)Cc1ccc([P@](*)(*)=O)c(P(*)(=O)[O-])c1,HIS60
50390,inactive,3X2Q_PSC_E,*CCCCCCCCCCC*,"HIS328,LEU324,PHE321,TRP65"
30995,active,4TO8_FLC_A,*CC(*)(*)C*,HIS181
51415,inactive,4BMK_PLP_A,*c1c(C)[nH+]cc(COP(*)(=O)[O-])c1C,HIS159
42446,inactive,3FYS_PLM_A,*CCCCCCC*,"ILE197,HIS268,PHE159,PHE192,ILE265,LEU269"
34529,active,5JT9_7AF_E,*N[C@@H](CC(C)C)C(=O)NC[C@@H](C)C(C)C,"VAL139,LEU133,HIS231,LEU202"
55441,inactive,4H2X_PNS_C,*CCNC(=O)[C@H](O)C(*)(C)C,"PHE36,HIS260,PHE217"
110522,inactive,7KM8_WPD_A,*COc1cccc(C[C@@H](C(=O)[O-])C(F)F)c1,"PRO53,LEU30,HIS56"
38913,active,5ZF8_9BO_A,*C(*)=CCc1c(*)c(*)c(C)c(*)c1O,"VAL134,ALA55,THR360,HIS56"
61885,inactive,4RKU_LHG_A,*CCCCC(=O)OC[C@H](*)OC(=O)CCCC*,"HIS58,GLN729,TRP55"
163790,inactive,2UXJ_SPO_M,*=CC(C)=CC=CC(C)=CC=CC(=*)C,"ILE179,TRP66,PHE74,PHE85,LEU89,HIS182,PHE67,ILE70"
117534,inactive,1RGB_ELD_B,*CCCCCC=CCCCCCCC*,"LEU2,TRP31,PHE106,HIS48,PHE5"
4251,active,1O49_493_A,*Oc1ccc(C[C@@H](*)NC(*)=O)cc1[P@](*)(=O)O,HIS60
62086,inactive,4RUO_BIV_X,*CC(*)(C)C,"HIS423,LEU338"
81067,inactive,5WA6_KU7_A,*COc1ccccc1*,HIS41
119943,inactive,7OFI_VCK_A,*c1ccc(C(*)(*)C(*)(*)*)cc1,HIS323
126210,inactive,7SDA_8UI_A,*C[C@@H](*)NC(=O)[C@H](CC(*)(C)C)NC(*)=O,"HIS41,MET165"
156390,inactive,1V54_TGL_A,*CCCCCCCCCCCCCCC(=O)OC(*)CO*,"PHE32,PHE430,PHE346,VAL31,LEU39,HIS429"
150231,inactive,8EYJ_4WI_A,*C(=O)N[C@@H](*)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)NC(*)=CN)C2(*)C,HIS41
96618,inactive,6PU2_EL5_A,*CCC1=C(C)C(C=*)=NC1=Cc1[nH]c(C=*)c(C)c1CC*,"ALA197,HIS245,ILE209,TYR248,ILE193,TYR201,PRO194,LEU271"
14744,active,2WO9_068_A,*c1ccc(-c2ccc(CC[C@H](*)*)cc2)cc1,"VAL235,HIS218,TYR240"
45911,inactive,3PL5_PLM_A,*CCCCCC*,"PHE89,LEU28,HIS270"
140289,inactive,8A0C_C5P_B,*OC[C@H]1O[C@@H](n2ccc(*)nc2=O)[C@H](O)[C@@H]1*,HIS233
60762,inactive,4Q7Z_2YT_A,*CC[C@H](NC(=O)[C@@H](*)Cc1ccccc1)[C@@H](C)O,"HIS57,PHE190,PHE215"
131530,inactive,7TQ6_IT3_A,*[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H](*)CC(C)C,"ASP187,HIS41"
42023,inactive,3CSM_TRP_A,*[C@@H]([NH3+])Cc1c[nH]c2ccccc12,"ARG76,HIS71,ILE74"
70782,inactive,5HVO_VDM_A,*[C@@H]1[C@@H](O)[C@H](*)C(CO)=C[C@@H]1[NH2+][C@H]1C[C@H](*)[C@@H](*)[C@H](*)[C@H]1O,HIS179
60357,inactive,4Q0H_LBV_A,*C=c1[nH]c(=Cc2[nH]c(*)c(C)c2*)c(CCC(=O)[O-])c1C,"PRO209,ILE208,TYR263,LEU286,HIS260,ILE29,ILE208,TYR216"
42134,inactive,3E16_B4C_B,*Cc1ccccc1,"GLU97,TRP215,HIS57"
113383,inactive,7LKV_Y64_A,*C[C@@H](CO)NC(=O)[C@H](CC(*)C)N*,"HIS41,MET49"
68900,inactive,5FT8_PLP_A,*OCc1c[nH+]c(C)c(*)c1*,"ALA198,HIS119"
163387,inactive,2UUJ_896_B,*CN(C(=O)c1cc(C)cc(OC[C@H](C)N*)c1)C(*)C,"TRP215,TYR60,HIS57,LEU99,TRP60,LEU99"
19566,active,3L7A_DKY_A,*Nc1ccn([C@@H]2O[C@H](*)[C@@H](*)[C@H](F)[C@H]2*)c(=O)n1,"THR378,HIS377"
125880,inactive,7SCL_PLM_A,*CCCCCCCCCCCCCCC(*)=O,"LEU120,PHE263,ALA158,ILE124,ILE198,LEU28,VAL266,HIS270,ALA173,LEU271,VAL267,ALA121,PHE193"
117242,inactive,1R20_EPH_A,*CCC(=O)OC[C@H](*)OC(=O)CCCCCCCC=*,"VAL341,PHE438,VAL246,PHE242,HIS434"
58278,inactive,4O4I_EP_B,*[C@H]1[C@@H](*)CCC[C@H]2O[C@H]2C[C@@H](*)OC(=O)C[C@H](O)C(*)(*)C(=O)[C@@H]1*,"LEU217,HIS229"
150160,inactive,8EYJ_4WI_A,*C(=O)[C@@H]1[C@@H]2[C@H](CN1C(=O)[C@@H](*)C(*)(C)C)C2(C)C,"GLU166,HIS41"
13977,active,2QDS_MCO_A,*C[C@@H](C)C(=O)N1CCC[C@@H]1C(*)=O,"HIS118,ILE153,TRP87,VAL67,LEU161"
52105,inactive,4D0Z_BBK_A,*C[C@H]1S[C@H](O)[C@H](NC(C)=O)[C@@H](*)[C@H]1*,HIS474
83896,inactive,5ZFB_9BX_A,*CC(C)=CCc1c(*)c(Cl)c(C)c(*)c1O,"LEU46,ALA55,THR360,HIS56"
147926,inactive,8E65_WF5_A,*N[C@@H](CC(C)C)C(=O)N[C@H](*)C[C@@H]1CCNC1=O,HIS41
150848,inactive,8F2D_XA8_A,*C(=O)[C@@H]1[C@@H]2[C@H](CN1*)C2(*)C,HIS41
123580,inactive,7RVP_7VQ_A,*C[C@H](*)NC(=O)[C@H](Cc1ccco1)NC(=O)[C@@H](N*)C(*)C,HIS41
156742,inactive,1WOF_I12_A,*C(=O)C=C[C@H](*)NC(=O)[C@H](CC(*)C)NC(=O)[C@@H](*)C(C)C,"GLN189,HIS41,MET49"
149851,inactive,8ESV_BAT_A,*C(C)C[C@H](*)C(=O)N[C@H](*)*,HIS383
14013,active,2QIQ_CYV_A,*C[C@H](NC(*)=O)C(=O)N[C@H](C(=O)C[C@H](*)CC=C(*)C)C(*)C,"HIS41,GLN189"
101601,inactive,6XAE_Z7F_A,*C(=O)N1CC[C@@]2(S(*)(=O)=O)c3ccc(*)cc3CC[C@@H]12,"LEU324,HIS323,MET365"
116927,inactive,1QGU_HCA_A,*C(=O)CC[C@](*)(*)C(=O)[O-],HIS440
56320,inactive,4IJG_LBV_A,*C=C1C(=Cc2[nH]c(C=*)c(CCC(=O)[O-])c2C)NC(=O)[C@H]1*,"HIS260,THR256,MET259,ILE29,PRO209,ALA212"
108892,inactive,7JRF_HCA_A,*CC[C@@](O)(C*)C(*)=O,HIS442
151548,inactive,8FY6_OW1_A,*[C@@H](*)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@@H](*)C=*)C2(*)C,"MET49,HIS41"
19177,active,3KB3_A8S_A,*C(=O)C=C(C)C=C[C@@]1(O)C(*)=CC(=O)CC1(*)C,"HIS119,VAL169,LEU121,TYR124"
21210,active,3NPA_Z57_A,*c1cc(*)c([C@@H]2O[C@H](CO)[C@@H](*)[C@H](O)[C@H]2O)cc1O,HIS377
102571,inactive,6Z79_I3C_A,*C(=O)c1c(*)c(N)c(I)c(C(=O)[O-])c1*,HIS122
117762,inactive,1RZH_SPO_M,*C(C)=CC=CC=C(C)C=CC=C(*)C,"VAL175,VAL175,LEU160,PHE162,TRP157,HIS182"
45547,inactive,3OF9_I0X_A,*[C@@H](Cc1ccc(OC(*)(C)C)cc1)C(C)=O,"HIS164,LEU145"
10001,active,7JNV_VFJ_A,*S(=O)(=O)c1nnc(NC(=O)CCC)s1,HIS10
138505,inactive,7YJ2_PLP_B,*Cc1c[nH+]c(C)c(*)c1*,HIS263
59864,inactive,1J9C_0Z6_H,*NCCC[C@H](NC(=O)[C@@H](*)Cc1ccccc1)[C@H](*)C,"HIS57,VAL213"
99530,inactive,6VH0_QZD_A,*C[C@@H](CO)NC(=O)[C@H](CC(*)C)NC(*)=O,"HIS41,GLN192"
43242,inactive,3JTC_PTY_A,*CCC*,"LEU69,HIS39,ALA31"
29386,active,4PF7_2QW_A,*[Se]CC[C@H]([NH3+])C(=O)N[C@H](*)C1CCCCC1,HIS336
100297,inactive,6W9I_Z7D_A,*C1(S(=O)(=O)c2ccc(F)cc2)CCCC1,"ILE397,ALA327,VAL361,MET365,HIS323"
114504,inactive,7LZV_YLS_A,*C[C@@H](CO)NC(=O)[C@H](CC(C)C)N*,HIS41
99520,inactive,6VH0_QZD_A,*N[C@@H](CC(*)C)C(*)=O,"HIS41,GLN192"
45015,inactive,3NDJ_JHZ_A,*O[P@](*)(=O)OC[C@H]1O[C@@H](n2cc(C)c(=O)[nH]c2=O)C[C@@H]1*,HIS386
23674,active,3U7K_MDB_A,*N[C@@H](*)C(=O)N(CC(*)=O)CC1CCCC1,"GLU109,HIS154"
5118,active,1Q1Y_BB2_A,*NC(=O)C[C@@H](CCCCC)C(=O)N[C@H](*)C(*)C,"VAL59,VAL151,HIS154,LEU112,VAL151,GLU109,LEU105,ILE150"
94379,inactive,6O11_C6P_A,*OCc1c[nH+]c(C)c(*)c1C[NH2+][C@@H](*)C(*)=O,"HIS123,GLN203"
99806,inactive,6VN6_R4J_A,*c1cc2nccc(-c3cc(Cl)cc4c3O[C@@H](*)C4)c2s1,"ASP295,TYR514,HIS456,LYS420"
121144,inactive,7Q27_8KC_A,*[NH2+][C@@H](*)C(=O)N[C@H](*)Cc1c[nH]c2ccccc12,"TYR523,PHE457,HIS383"
148446,inactive,8E6A_WJ0_A,*C[C@@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)OC[C@@](*)(C)O,"ASP187,HIS41"
155706,inactive,8IGY_4WI_A,*N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(*)=O)C2(C)C)C(*)(*)C,"HIS41,GLU166"
162314,inactive,2OS1_BB2_A,*CCC[C@H](C*)C(=O)N[C@@H](*)C(=O)N1CCC[C@H]1*,"HIS157,LEU115,LEU188"
61706,inactive,4R70_BLA_A,*CCC1=C(C)C(*)=NC1=Cc1[nH]c(C=*)c(C)c1CCC(*)=O,"TYR225,HIS269,VAL265,ILE33"
147072,inactive,8E5N_UL0_A,*C[C@H]1C[N@H+](CC2(C(*)=O)CCCC2)C[C@@H]1c1cccc(*)c1,"HIS126,THR246"
141343,inactive,8AVX_BLA_A,*CCC1=C(C)C(C=*)=NC1=Cc1[nH]c(C=*)c(*)c1CCC(*)=O,"LEU286,ILE208,HIS260,ALA212,ILE208,ASP207"
62366,inactive,4TKV_HCA_A,*CC[C@@](*)(*)O,HIS442
109539,inactive,7K0E_K36_A,*C(C)C[C@H](*)C(=O)N[C@H](*)*,HIS41
79572,inactive,5SUG_W1E_A,*[C@@H]1C=CS(=O)(=O)C1,"PHE1890,HIS1888"
91507,inactive,6JU9_DAH_A,*C(=O)[C@@H]([NH3+])Cc1ccc(O)c(*)c1,"VAL359,HIS332,ASN329"
104073,inactive,7B61_T3Z_A,*[C@@H](*)NC(=O)c1cccc(C)n1,"HIS232,LEU189,PHE199,THR115"
66981,inactive,5D1U_56P_A,*N(*)S(=O)(=O)c1ccc(F)c(C)c1,"HIS686,TYR728"
130398,inactive,7THU_TGL_A,*CCCCCC(=O)OCC(CO*)OC(=O)CCCCC*,"LEU433,PHE430,HIS429"
20831,active,3NP7_Z16_A,*C[C@H]1O[C@@H](c2cc(O)cc(*)c2*)[C@H](O)[C@@H](*)[C@@H]1O,"LEU136,HIS377"
5013,active,1P4H_CR6_A,*[C@H]1[C@H](O)[C@@H](*)[C@@](NC(C)=O)(C(N)=O)O[C@@H]1CO,HIS377
73646,inactive,5LSY_76M_A,*C(=O)[C@H](*)CC[C@@H](C[C@H]1O[C@@H](*)[C@H](*)[C@@H]1O)[NH2+]CC(*)C,"PHE1664,PHE1650,MET1627,TYR1579,TYR1605,HIS1603"
4686,active,1O4B_876_A,*NC(=O)[C@H](Cc1ccc([P@](*)(=O)[O-])c(*)c1)NC(C)=O,HIS60
95885,inactive,6OYA_RET_R,*C(C=CC1=C(*)CCCC1(*)C)=CC=CC(=*)C,"TYR268,HIS211"
4237,active,1O49_493_A,*COc1ccc(C[C@H](N*)C(=O)N*)cc1[P@](*)(=O)O,HIS60
125397,inactive,7S6Z_I71_A,*C(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(*)=O)C2(C)C)C(C)(C)C,"HIS41,GLU166,MET165"
6172,active,6C6P_EMV_A,*[N@@H+](*)CC=CC#CC(*)(C)C,"LEU473,PHE495,VAL526,HIS522,PRO505,LEU473,LEU469"
106626,inactive,7D1O_NNA_A,*C[C@@H](*)NC(=O)[C@@H]1[C@@H]2[C@H](CN1C(=O)[C@H](*)NC(*)=O)C2(C)C,"MET165,HIS41,ASP187"
150995,inactive,8F44_XFR_A,*C[C@@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)O*,"ASP187,HIS41"
115023,inactive,7LZY_YMM_A,*C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC(C)C)NC(*)=O,"HIS41,MET49,ASP187"
45309,inactive,3O0E_BOG_B,*CCCCO[C@@H]1O[C@H](*)[C@@H](O)[C@H](O)[C@H]1*,"TYR98,ALA137,HIS21"
40930,inactive,3AE9_FD8_C,*Oc1cccc(NC(=O)c2ccccc2*)c1,"ILE43,PRO169,ILE30,ARG46,HIS216"
166105,inactive,3A2B_PLP_A,*c1c(COP(*)(=O)[O-])c[nH+]c(C)c1*,"HIS138,ALA212,THR241"
81997,inactive,5Y19_8KO_A,*C(C)C[C@@H](*)NC(=O)[C@@H](O)[C@H](*)*,"HIS496,VAL493"
94246,inactive,6NYU_MYR_A,*CCCCCCCCCCCC(=O)[O-],"LEU28,VAL266,HIS270,ARG173,LEU90,PHE193,ILE94,ALA121,PHE193,ILE198,VAL267,LEU271,LEU271"
105540,inactive,7C8T_NOL_A,*N[C@H](C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@H](*)*)[C@@H](C)O*,HIS41
158127,inactive,2C2N_AE3_B,*CC,HIS295
126520,inactive,7SF3_90H_A,*[C@@H]1[C@@H]2[C@H](CN1C(=O)[C@@H](NC(=O)C(*)(*)F)C(*)(C)C)C2(C)C,HIS41
1982,active,1JAO_0D3_A,*C[C@@H](Cc1ccccc1)C(=O)N[C@@H](*)C(*)=O,"TYR219,VAL194,TYR219,VAL194,HIS197"
135938,inactive,7W3Q_97I_A,*[C@@H]1C[C@@H]2[C@@]3(*)CC[C@H](O)C(*)(*)[C@@H]3[C@@H](O)C[C@@]2(C)[C@]2(*)CC[C@H](*)[C@@H]12,"LEU324,ILE400,ILE397,HIS323"
130186,inactive,7TGR_B1S_A,*C[C@H](C*)NC(=O)[C@@H](*)CC(*)C,HIS41
38417,active,5ZF4_9BL_A,*c1c(C=O)c(C)c(Cl)c([O-])c1CC=*,"VAL134,ALA55,THR360,HIS56"
68268,inactive,5EJD_5PD_A,*CC(*)(C)[C@H](*)*,"HIS391,ALA285"
127233,inactive,7SI9_4WI_A,*[C@H](NC(=O)C(*)(*)F)C(=O)N1C[C@H]2[C@@H]([C@H]1*)C2(C)C,HIS41
71886,inactive,5IDK_6A8_A,*Cc1ccc(C[C@H](*)C(*)=O)cc1,HIS1051
102806,inactive,6ZI6_NS5_M,*C(C)=CCCC(*)=CC=CC(C)=CC=CC(C)=CC=CC=*,"PHE175,TRP169,LEU114,VAL173,HIS180"
38194,active,5ZF4_9BL_A,*CCC(C)=CCc1c(*)c(C=O)c(*)c(*)c1[O-],"LEU46,GLN47,ALA55,THR360,HIS56"
139842,inactive,7ZE8_IRM_A,*=CC=CC(=*)C,"HIS20,ILE6"
160167,inactive,2J1P_GRG_A,*OCC=C(*)CCC=C(*)CCC=C(C)CCC=C(C)C,"ILE157,LEU162,GLN166,LEU162,GLN166,VAL163,LEU120,HIS91"
72023,inactive,5J58_N56_B,*C[NH2+][C@H]1CCCN(c2nc3nc(*)ccc3[nH]2)C1,"VAL473,VAL473,HIS289"
14248,active,2QRP_S06_A,*C1C[C@]2(ON1)O[C@H](*)[C@@H](*)[C@H](O)[C@H]2O,HIS377
144019,inactive,8DBX_HCA_A,*CC[C@@](O)(C*)C(*)=O,HIS442
52089,inactive,4D0Z_BBK_A,*[C@@H]1[C@H](*)[C@@H](NC(C)=O)[C@@H](*)S[C@@H]1*,HIS474
51843,inactive,4CQH_LBV_A,*Cc1c(C=C2N=C(C=*)C(C)=C2CCC(*)=O)[nH]c(C=*)c1C,"TYR216,LEU286,VAL288,HIS260,ILE29,PRO209,ILE29,ALA212"
146897,inactive,8E3T_HCA_A,*CC[C@@](O)(CC(*)=O)C(*)=O,HIS442
70932,inactive,5HVO_VDM_A,*[C@@H]1[C@@H](O)[C@@H]([NH2+][C@H]2C=C(CO)[C@@H](O)[C@H](*)[C@H]2*)C[C@H](*)[C@H]1O,HIS179
153741,inactive,8H51_4WI_A,*N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(*)=O)C2(C)C)C(*)(*)C,HIS41
126292,inactive,7SDC_I80_A,*[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H]1[C@@H]2[C@H](CN1*)C2(*)C,HIS41
23693,active,3U7K_MDB_A,*[C@H](C(=O)N(*)CC1CCCC1)C(C)(C)C,"GLU109,HIS154,LEU112"
64262,inactive,4XM7_41S_A,*C(*)[C@H](C(=O)NO)N(CC(C)C)S(*)(=O)=O,"HIS686,LEU677"
39389,active,5ZFA_9BU_A,*CCC(*)=CCc1c(*)c(Cl)c(C)c(C=O)c1O,"VAL134,ALA55,LEU50,THR360,HIS56"
128925,inactive,7T48_FEY_A,*C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC(C)C)N*,"HIS41,MET49,ASP187"
146843,inactive,8E3T_HCA_A,*CC[C@@](O)(C*)C(=O)[O-],HIS442
148324,inactive,8E6A_WIX_A,*c1cccc([C@@](C)(O)COC(=O)N[C@H](*)CC(C)C)c1,"ASP187,HIS41"
68607,inactive,5EPE_SAH_A,*CSCC[C@H](*)*,HIS17
25647,active,4CKL_SM8_A,*[C@H]1C[C@@H](OC(=O)C=CC=*)[C@H](OC(C)=O)[C@@H](C)O1,HIS80
158872,inactive,2E9M_OLA_A,*CC=CCCCCC*,"PHE334,ILE332,HIS250,LEU327"
149965,inactive,8ESV_BAT_A,*SC[C@H](C(=O)NO)[C@@H](CC(C)C)C(=O)N[C@H](*)*,HIS383
52872,inactive,4E2W_JHZ_A,*C[C@H]1O[C@@H](n2cc(C)c(=O)[nH]c2=O)C[C@@H]1*,HIS386
15329,active,2WTX_VDO_A,*CC1=C[C@H](*)[C@H](*)[C@@H](*)[C@@H]1*,HIS154
159209,inactive,2G6W_LLF_A,*P(*)(=O)OCc1c[nH+]c(C)c([O-])c1C=NCC(F)F,"HIS133,ALA206"
124130,inactive,7RVT_7XK_A,*N[C@@H](*)C(=O)N[C@@H](CC(*)(*)C)C(*)=O,HIS41
36220,active,5OOG_A0B_A,*c1cc2c(*)c3cc(Br)c(=O)c(*)c-3oc2c(*)c1*,"HIS153,LEU125"
124498,inactive,7RVX_7YI_A,*COC(=O)N[C@@H](*)C(=O)N[C@@H](CC1CC1)C(=O)N[C@@H](*)*,"HIS41,GLN189"
12514,active,2FPY_ILF_A,*c1cccc(-c2cc(*)c(NC(=O)c3ccsc3*)c(*)c2)c1,"ALA59,LEU68,LEU46,HIS56,TYR356,PRO364,THR360"
96389,inactive,6PRC_NS5_M,*C=CC=C(C)C=CC=C(C)CCC=*,"HIS180,PHE88,VAL173,PHE175"
25216,active,4AYV_9MQ_B,*[C@@H](*)C(=O)N(*)Cc1ccccc1,"LEU96,TYR47,HIS43,TYR47"
150118,inactive,8EWA_WYI_A,*Nc1nc(Nc2cc(C(C)(C)C)n(*)n2)c2cn[nH]c2n1,"LEU291,HIS124"
55019,inactive,4GSU_DWZ_A,*C(=O)[C@@H]1C[C@H](SC2=C(C(=O)[O-])N[C@@H]([C@H](*)[C@H](*)C)[C@H]2C)C[NH2+]1,"TYR308,HIS352"
96371,inactive,6PC0_MLT_A,*C(=O)C[C@@H](*)C(=O)[O-],HIS324
57264,inactive,4M7T_SAM_A,*CC[S@+](*)C[C@H]1O[C@@H](n2cnc3c(*)ncnc32)[C@H](O)[C@@H]1*,HIS60
158654,inactive,2E7I_PLP_A,*OCc1c[nH+]c(C)c(*)c1*,"ALA185,HIS103,TYR186"
149463,inactive,8EOY_WOH_A,*CCN(NC(=O)[C@H](CC(C)C)NC(*)=O)C(C)=O,"GLN189,HIS41"
9597,active,6YKU_OVB_A,*CCn1cc(-c2ccc(OC(*)(*)*)cc2)nn1,"MET635,HIS49"
164731,inactive,2W8V_PLP_A,*OCc1c[nH+]c(C)c(*)c1*,HIS159
116659,inactive,1PSS_U10_L,*CC1=C(C)C(=O)C(OC)=C(OC)C1=O,"ILE229,HIS190,LEU189"
155168,inactive,8IFF_O6E_A,*Cc1c(C=C2N=C(C=*)C(*)=C2*)[nH]c(C=*)c1C,"PRO275,ALA278,LEU71,HIS321,TYR327"
143519,inactive,8D5R_ORX_A,*Cc1c[nH+]c(C)c(*)c1C[NH2+][C@@H](*)CCC[NH3+],"HIS218,ALA78"
130989,inactive,7TLR_PLP_A,*c1c(COP(*)(=O)[O-])c[nH+]c(C)c1*,"GLN212,HIS132"
149825,inactive,8ESV_BAT_A,*C(=O)[C@H](*)NC(=O)[C@H](CC(*)C)[C@H](*)C(*)=O,HIS383
147304,inactive,8E5X_URR_A,*C(C)C[C@H](NC(=O)OCC(C)(C)[S@](*)=O)C(=O)N[C@@H](*)CO,HIS41
71619,inactive,5I4O_V28_A,*N[C@@H]1[C@@H](O)[C@H](*)[C@@H](*)O[C@H]1n1cc(CN(*)[C@@H](C(*)=O)C(*)C)nn1,HIS183
86341,inactive,1M1Y_HCA_A,*CC[C@@](*)(CC(*)=O)C(*)=O,HIS442
98281,inactive,6T4G_CLR_A,*C[C@@H](*)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](*)CC[C@]4(*)[C@H]3CC[C@]12C,"MET365,HIS323,LEU324,PHE378"
119940,inactive,7OFI_VCK_A,*c1ccc(C(*)(O)C(*)(*)*)cc1,HIS323
40847,inactive,3ABL_TGL_A,*CCCCCCC(=O)OCC(C*)OC(=O)CCC*,"PHE430,HIS429"
102412,inactive,6YXD_OLA_A,*CCCCC=CCCCCCCCC,"HIS362,PHE282,ALA325,TYR321,PHE351"
104390,inactive,7BGP_ALD_A,*C[C@H](*)NC(=O)[C@H](CC(*)C)NC(=O)[C@H](CC(*)C)N*,"GLN189,HIS41"
109435,inactive,7JYD_VQA_A,*CCCC[C@@H]1C[C@H]2[C@H](O)CC[C@@]2(*)[C@H]1c1ccccc1,"LEU427,ILE416,ALA431,HIS390"
154319,inactive,8H5F_4WI_A,*C=C(*)NC(=O)[C@@H]1[C@@H]2[C@H](CN1C(=O)[C@@H](*)C(C)(C)C)C2(*)C,"HIS41,GLU166"
80327,inactive,5V34_ARG_A,*CC[C@H](*)C(*)=O,HIS189
80040,inactive,5UGM_KNA_A,*CCC(=O)[O-],"HIS266,PHE264,PHE287"
45079,inactive,3NMN_PYV_A,*c1ccc(S(*)(=O)=O)c2ccccc12,"PHE88,HIS142,LEU144,ALA116"
92912,inactive,6LNQ_EJF_A,*[C@@H](CC(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,"MET165,HIS41"
150788,inactive,8F2C_X9Z_A,*N[C@@H](*)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](*)*)C2(C)C,"MET165,HIS41"
135030,inactive,7VLO_4WI_A,*C(=CN)NC(=O)[C@@H]1[C@@H]2[C@H](CN1*)C2(C)C,HIS41
54788,inactive,4G21_0VP_A,*Cc1ccc(COc2ccc(CC)c(*)c2)cc1*,"LEU338,ALA331,VAL328,HIS333,LEU261"
35818,active,5MZI_FYK_A,*c1cc2c(cc1OC1CC1)oc(=O)n2*,"HIS185,GLU449,PHE430,PHE430,LEU427"
138055,inactive,7XEQ_9YX_A,*OCc1c[nH+]c(C)c(*)c1[C@H]1N[C@@H](C(*)=O)CS1,"HIS104,VAL182,VAL182"
102166,inactive,6Y64_SIA_B,*C[C@@H](O)[C@@H](*)[C@@H]1O[C@@](*)(C(*)=O)C[C@H](O)[C@H]1NC(C)=O,HIS120
33330,active,5DOH_5DU_A,*c1c(*)c(F)c(N[C@H]2CCc3ccccc32)c(*)c1F,"ALA65,TYR7,HIS64,THR200"
113316,inactive,7LKV_Y64_A,*C(C)C[C@H](*)C(=O)N[C@@H](*)CO,"HIS41,MET49"
47390,inactive,3S7O_LBV_A,*Cc1c(C=c2[nH]c(=*)c(*)c2C*)[nH]c(C=*)c1*,"ALA212,ILE29,PRO209,HIS260,TYR216,ILE208"
57511,inactive,4MW0_392_B,*C(=O)Nc1ccccc1*,"HIS289,TYR472,LEU456,VAL473"
